country,date,day,month,price,timesviewed,year
United Kingdom,2018-07-29,177111,48727,29355.68000000053,38011,14047298
United Kingdom,2018-08-05,90376,50767,28083.95000000029,36747,13470150
United Kingdom,2018-08-12,67071,61584,31861.06000000049,38582,15534564
United Kingdom,2018-08-19,111307,56192,24090.790000000216,39886,14174432
United Kingdom,2018-08-26,155706,55360,48155.37999999933,41019,13964560
United Kingdom,2018-09-02,141500,44600,20059.6000000003,28132,11068730
United Kingdom,2018-09-09,39132,62271,26454.280000000435,35283,13962542
United Kingdom,2018-09-16,110658,78273,54628.45099999705,44859,17550546
United Kingdom,2018-09-23,194734,89874,39585.96999999843,60465,20151748
United Kingdom,2018-09-30,314468,106686,81941.9199999947,69890,23921372
United Kingdom,2018-10-07,45052,126370,98725.7299999971,74099,25501466
United Kingdom,2018-10-14,140097,130180,71280.27999999674,71988,26270324
United Kingdom,2018-10-21,235987,134380,11898.400000000804,64908,27117884
United Kingdom,2018-10-28,280647,112920,37742.92999999849,56497,22787256
United Kingdom,2018-11-04,202016,148982,50224.14999999609,68417,28459854
United Kingdom,2018-11-11,133634,190322,77880.58099999509,79470,34915436
United Kingdom,2018-11-18,251852,190014,60502.09099999464,79630,34858932
United Kingdom,2018-11-25,384607,196922,66444.38999999352,81112,36126236
United Kingdom,2018-12-02,571702,279447,95776.80999999418,113561,50351118
United Kingdom,2018-12-09,133316,331584,266675.8500000328,111703,55761376
United Kingdom,2018-12-16,129593,126804,49032.06000000095,51578,21324206
United Kingdom,2018-12-23,75619,50148,24865.98999999975,15053,8433222
United Kingdom,2018-12-30,0,0,0.0,0,0
United Kingdom,2019-01-06,21592,7000,57541.339999997894,35101,14133000
United Kingdom,2019-01-13,74618,8121,32144.850000001043,36001,16396299
United Kingdom,2019-01-20,140516,8683,36311.249999999985,34465,17530977
United Kingdom,2019-01-27,157950,6784,26969.65000000058,33203,13696896
United Kingdom,2019-02-03,147961,7693,25949.830000000635,30422,12788346
United Kingdom,2019-02-10,33405,10614,24244.620000000374,23992,10714833
United Kingdom,2019-02-17,85671,12616,26918.790000000616,32416,12735852
United Kingdom,2019-02-24,144539,14206,38886.609999999026,38224,14340957
United Kingdom,2019-03-03,129754,14964,25715.700000000947,31969,13295115
United Kingdom,2019-03-10,40857,20691,27727.030000000756,34140,13925043
United Kingdom,2019-03-17,103421,22257,40617.169999998674,37076,14978961
United Kingdom,2019-03-24,157591,23262,27973.950000000445,37492,15655326
United Kingdom,2019-03-31,227528,25047,37024.35999999973,42447,16856631
United Kingdom,2019-04-07,25356,29348,29141.70000000072,35540,14813403
United Kingdom,2019-04-14,74092,27796,24909.931000000513,43375,14030031
United Kingdom,2019-04-21,124008,30676,30336.22000000069,34273,15483711
United Kingdom,2019-04-28,111585,18436,17882.680000000255,25672,9305571
United Kingdom,2019-05-05,57032,35947,48189.82999999814,38592,15049626
United Kingdom,2019-05-12,75302,46185,41260.149999999594,47028,18649503
United Kingdom,2019-05-19,134190,43085,48343.01999999846,51012,17397723
United Kingdom,2019-05-26,151069,34150,27077.89000000091,34652,13789770
United Kingdom,2019-06-02,140076,31440,23639.340000000717,28719,12152361
United Kingdom,2019-06-09,47040,51954,74554.52999999952,44092,17482521
United Kingdom,2019-06-16,92687,44766,28551.89000000084,38602,15063759
United Kingdom,2019-06-23,140949,43980,38175.15000000048,35820,14799270
United Kingdom,2019-06-30,167501,38064,24087.45000000045,31344,12808536
United Kingdom,2019-07-07,31452,69510,37043.68000000079,44652,20048670
United Kingdom,2019-07-14,85311,56777,37416.86000000002,38218,16376109
United Kingdom,2019-07-21,152808,61796,54500.43999999834,47413,17823732
United Kingdom,2019-07-28,184599,52990,24771.90100000078,42249,15283830
United Kingdom,2019-08-04,109988,25571,24228.98000000051,21006,7375407
